chromosome	position	size	N	NA19383:coverage	HG02012:coverage	NA18499:coverage	HG03439:coverage	HG02464:coverage	HG03575:coverage	NA19113:coverage	HG03072:coverage	HG02574:coverage	NA18519:coverage	HG03057:coverage	NA19436:coverage	HG03139:coverage	HG02315:coverage	NA19020:coverage	HG02339:coverage	NA19443:coverage	HG02840:coverage	HG03452:coverage	HG01269:coverage	HG02946:coverage	NA19175:coverage	HG03476:coverage	NA18489:coverage	NA18910:coverage	HG03085:coverage	HG03378:coverage	NA19190:coverage	HG03385:coverage	NA18856:coverage	HG01241:coverage	HG03112:coverage	NA19818:coverage	NA18924:coverage	HG03055:coverage	HG03410:coverage	HG02970:coverage	HG03209:coverage	HG03558:coverage	HG03024:coverage	HG02678:coverage	NA19147:coverage	HG01986:coverage	HG03517:coverage	NA20362:coverage	HG01948:coverage	HG04039:coverage	HG02716:coverage	HG02772:coverage	HG01880:coverage	HG03920:coverage	HG01886:coverage	HG03538:coverage	HG01461:coverage	HG02577:coverage	HG02586:coverage	NA19904:coverage	HG02982:coverage	HG01398:coverage	NA19921:coverage	HG03578:coverage	HG03027:coverage	NA19315:coverage	NA18502:coverage	HG02757:coverage	NA18870:coverage	HG02974:coverage	HG03460:coverage	NA19144:coverage	HG03246:coverage	NA20276:coverage	HG00622:coverage	HG00692:coverage	HG00717:coverage	HG01804:coverage	HG02064:coverage	HG02250:coverage	HG02798:coverage	HG03919:coverage	NA18552:coverage	NA18593:coverage	NA18625:coverage	HG00651:coverage	HG02147:coverage	HG02356:coverage	NA18605:coverage	NA19041:coverage	NA19360:coverage	NA19430:coverage	NA19474:coverage	HG02554:coverage	HG02585:coverage	HG01670:coverage	HG02232:coverage	HG02679:coverage	HG03649:coverage	HG03634:coverage	HG04038:coverage	HG02040:coverage	HG04158:coverage	HG03380:coverage	HG01620:coverage	HG02406:coverage	HG03884:coverage	HG03096:coverage	NA19438:coverage	HG01525:coverage	HG00560:coverage	HG01923:coverage	NA12878:coverage	NA20320:coverage	NA20885:coverage	HG03986:coverage	HG04056:coverage	NA18867:coverage	HG02477:coverage	HG01921:coverage	NA12717:coverage	NA12546:coverage	NA19663:coverage	HG03064:coverage	HG03653:coverage	HG02410:coverage	NA19119:coverage	HG01089:coverage	HG01678:coverage	HG01619:coverage	HG01513:coverage	HG01149:coverage	HG02188:coverage	HG02023:coverage	NA18538:coverage	HG02597:coverage	HG02634:coverage	HG04070:coverage	NA07347:coverage	HG02371:coverage	HG02497:coverage	HG04020:coverage	HG02505:coverage	HG01795:coverage	NA18641:coverage	NA19779:coverage	NA18537:coverage	HG03848:coverage	HG03792:coverage	HG02355:coverage	HG03499:coverage	HG01572:coverage	HG00272:coverage	HG03789:coverage	NA20892:coverage	NA18539:coverage	HG01747:coverage	HG00543:coverage	HG03695:coverage	NA19011:coverage	HG00559:coverage	NA20524:coverage	HG03824:coverage	NA19451:coverage	HG02419:coverage	NA18582:coverage	HG01281:coverage	HG00350:coverage	HG01771:coverage	NA19468:coverage	HG02728:coverage	HG04076:coverage	HG01028:coverage	NA18748:coverage	HG00185:coverage	HG02271:coverage	HG00277:coverage	NA20518:coverage	HG00742:coverage	HG00382:coverage	HG00132:coverage	HG03058:coverage	NA20814:coverage	HG00349:coverage	NA21100:coverage	HG00353:coverage	HG01756:coverage	HG01312:coverage	HG02330:coverage	HG00267:coverage	HG03965:coverage	HG03782:coverage	HG00580:coverage	HG03685:coverage	NA21109:coverage	HG01871:coverage	HG03229:coverage	HG02549:coverage	HG03130:coverage	NA19466:coverage	HG03691:coverage	NA12144:coverage	NA19320:coverage
4	145154351	1600	1600	11312	12701.92	16137.6	13528	15667.04	8963.04	11770.08	14200	13300.96	18424	14559.04	4772	13731.04	13699.04	23382.4	10956.96	28425.6	10673.92	15053.92	13606.08	18928	10260	18406.4	19252.8	11090.08	13891.04	16201.6	9326.08	9921.92	27129.6	13976	13864.96	22854.4	8728	15004	14330.08	11570.08	10093.92	15184.96	15148	15278.08	7992.96	9648.96	19750.4	9390.08	11857.92	10136	14492	11447.04	13296.96	13699.04	18028.8	7176	8264.96	12008.96	17339.2	13495.04	17537.6	7512	20238.4	3438.08	19857.6	13479.04	9778.08	13255.04	13520.96	14360.96	13944	8457.92	12735.04	7423.04	17728	8139.04	9380	9956.96	7768.96	13765.92	12920.96	10664.96	10580.96	15116.96	11276	6847.04	11716	12840.96	17977.6	20678.4	15350.08	7164.96	11545.92	14897.92	16705.6	9532	11811.04	11196	15388.96	16294.4	10718.08	10568	6752.96	10044	16321.6	12672	16881.6	17110.4	7118.08	12455.04	6435.04	12790.08	8740	16046.4	17009.6	14541.92	9643.04	21196.8	15893.92	12991.04	9973.92	11306.08	6535.04	12365.92	14696.96	12526.08	28427.2	6459.04	9750.08	13423.04	6934.08	8700	7587.04	11384	8780.96	7547.04	16398.4	13478.08	20059.2	10163.04	15502.08	8852	9760	13644	14021.92	13581.92	5316.96	9243.04	10807.04	8865.92	12027.04	7714.08	7076.96	14308	12357.92	6693.92	13760.96	19176	11024	13862.08	5682.08	13360.96	10680	11204	23214.4	18038.4	12156.96	14116.96	17286.4	6076	13690.08	7532	12423.04	16715.2	14197.92	17422.4	6291.04	15976	13267.04	10400.96	9800	12967.04	9235.04	19652.8	9304.96	21987.2	17950.4	8096	15399.04	7926.08	15109.92	10439.04	6464	14583.04	12024.96	19865.6	13244.96	16708.8	8056	12576.96	7121.92	15172	11454.08
4	145155951	1600	1600	10258.72	9443.04	15277.92	9879.04	12372.48	6591.68	8165.28	11025.12	12562.88	17062.4	18411.2	4602.4	9526.88	9148.48	9426.4	8073.12	13813.12	8934.08	19136	8075.52	13077.92	12566.4	12148.48	15251.52	7449.12	14547.36	13710.24	7965.28	7073.12	14062.24	18558.4	11024	6058.72	10638.4	11382.08	8356.96	8649.12	9270.72	12184.48	8865.92	12980.8	8555.68	11195.2	17185.6	7972.48	7262.24	11414.4	14039.52	12588	7398.88	8636	25950.4	6968.8	6865.92	9607.2	17065.6	11669.44	10874.24	6301.76	21254.4	2737.76	17744	7229.92	7552.16	13571.2	16001.6	13143.68	11203.52	7491.04	8895.84	9100.64	14965.28	8323.36	13621.6	7246.72	8900.64	11002.4	16422.4	6176	10096.96	9600	6577.28	4628.8	11883.84	8930.56	12012	13907.84	11263.52	6604.8	10255.04	9380.8	20844.8	5953.28	10772.48	12827.52	15364	10354.56	6361.6	5129.28	6165.28	6222.72	8956.96	9125.76	15095.84	18481.6	5311.36	10688.64	5425.12	8911.36	9008.32	13949.76	9873.12	14147.36	9495.84	17454.4	12012	11738.88	9249.12	9450.24	7988	8284.96	15865.92	12940.16	14371.2	5337.76	7728.16	9604.8	4376	7578.4	5809.6	8932.96	8906.56	5777.28	15421.6	10057.44	20088	8540.16	9299.36	4184.48	8224	9833.6	12359.36	17032	4925.76	8261.12	9390.4	5602.4	12372.48	6639.52	9365.28	15219.2	7067.04	11108.96	10449.12	13693.44	9317.44	9394.08	6912.64	12576	13850.24	5905.44	17129.6	12518.56	11153.28	8250.24	22235.2	3159.36	16472	8317.44	8342.56	11655.04	11620.32	14766.4	5059.84	13144.96	8241.92	6682.56	14026.4	12780.8	7603.52	8788	5246.72	17585.6	24222.4	6280.16	10037.12	5976	11489.76	7935.36	7020.32	15166.4	6565.28	21003.2	11371.2	13794.08	7668.32	5796.48	6364	12469.44	7703.04
4	145157551	1600	1600	10846.4	11614.88	15242.08	9612.32	14112.96	6681.76	4770.24	11761.92	11804	16180.8	11891.52	6000.8	7686.72	8957.6	6625.76	9237.6	8082.24	6904.16	16712	7492.32	10347.52	10308.96	12432.32	18475.2	5291.84	16454.4	10384.32	7730.4	7315.52	16673.6	18790.4	10156.64	5524.8	7292.8	11179.04	8397.44	12029.76	7217.44	15453.76	8495.36	15012.64	9792.64	9143.04	12579.36	13197.44	8199.52	6081.44	16718.4	12407.84	7308.48	8891.04	29204.8	8808.8	7424	11725.12	21096	9843.36	10275.68	10200.48	21118.4	8066.56	16003.2	7299.84	6923.36	13608.8	15765.44	19595.2	9389.92	8938.24	8397.44	9354.88	13566.72	7450.4	10445.44	6869.12	7910.72	9218.4	18753.6	6620.64	8182.08	11830.24	5832.8	4379.84	9762.88	11397.76	12147.04	11024.96	9724.32	7276.96	7284	10435.04	19273.6	3317.28	7642.88	16630.4	10802.56	14167.2	5454.72	8906.72	3317.28	8509.44	7464.32	6688.8	16412.8	15222.72	7035.52	11217.44	5687.52	10016.64	8469.12	7520.32	11628.96	15979.04	8766.72	15840.64	10645.12	11016.16	9971.04	11278.72	7776	9859.04	15443.36	12057.76	13157.12	7343.52	12624.96	5582.56	4035.04	8645.92	5957.12	7019.68	12570.72	8229.28	19966.4	9325.12	22177.6	4505.92	3709.44	8850.72	8978.56	8705.44	10972.48	13540.48	4104.96	8574.24	10842.88	6613.6	14097.12	9488	3870.4	16443.2	9412.64	9620.96	10210.88	15537.92	10526.08	10771.04	5568.48	9887.04	9594.72	3268.32	14561.12	11268.32	8194.24	5864.32	19480	2002.56	13302.4	8596.96	8320.32	4343.04	7299.84	13841.6	7238.56	8479.68	9312.96	8826.24	13120.32	15016.16	7768.96	6289.76	11140.48	17699.2	24075.2	5524.8	10161.92	6394.72	12033.28	9433.76	5258.72	13171.04	6189.92	28744	9824	16019.2	6279.2	4759.68	6961.92	12047.2	8136.48
4	145159151	1600	1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	145160751	1600	1600	11290.08	7268.48	12765.28	8242.72	14188.48	6256.16	9209.92	9204.8	17417.6	15261.6	12267.84	3617.76	8410.88	7157.6	6497.12	5146.72	10965.92	6379.2	15896	5349.44	10721.6	15034.4	12500.16	17012.8	5439.68	19544	10231.04	7122.88	5216	12671.68	18276.8	12332	3279.68	12214.08	10286.4	7336	8135.2	7452.16	12612.8	8010.4	14429.44	7089.92	10601.92	12278.24	13177.92	6276.96	8812.96	17662.4	14431.2	6642.72	6930.4	25633.6	9523.68	6760.64	8263.52	20857.6	10686.88	13382.4	7121.12	21646.4	4293.76	19843.2	6620.16	11571.04	17312	9369.44	13450.08	11536.32	8828.64	8372.64	5512.48	15804.16	6361.92	9938.08	7708.8	8664	10095.84	18856	6169.44	9851.36	7202.56	8443.84	5035.68	12078.88	9681.44	13508.96	11489.44	9069.6	7486.88	9197.76	9374.72	20547.2	3583.04	7892.48	10884.48	17392	15377.76	6505.76	6465.92	5602.56	6776.16	6061.92	8202.88	14564.64	18094.4	6890.56	11617.76	5075.68	8298.08	7875.2	9986.56	9430.08	18505.6	8683.04	11987.04	12585.12	16156.8	8407.36	10733.76	6443.36	5732.64	7523.36	17284.8	14580.32	8287.68	13569.6	6124.32	3855.2	5290.56	4441.12	7885.6	11891.68	8124.8	18907.2	8027.68	13753.44	8157.76	5456.96	6689.44	6862.88	9724.8	13748.16	16086.4	6133.12	6502.24	10262.24	9168.32	11245.12	4338.88	6214.56	16873.6	7628.96	10905.28	12746.24	13864.32	8303.36	11078.72	6973.76	13231.68	12988.96	3101.12	13186.56	10234.4	9237.76	4910.88	20244.8	1459.584	15876.96	8072.8	8546.08	6784.8	10094.08	12543.52	7112.48	13108.48	6814.24	9816.64	10231.04	15343.04	12711.52	4122.24	10267.36	14727.68	20848	8343.2	7596.16	9641.6	12553.92	8336.32	6339.36	18166.4	3860.48	23294.4	8457.6	11883.04	6204.16	3111.52	6897.44	12940.48	7478.24
4	145162351	1600	1600	13821.92	8728.96	13611.04	9478.08	15591.04	5716	7436	7571.04	15091.04	16233.6	13136	3820.96	8340	5955.04	5496.96	6246.08	5620	7843.04	14756.96	8593.92	11456.96	12193.92	8736.96	16974.4	4920.96	18908.8	9881.92	7036	7073.92	9590.08	19336	12307.04	2055.04	11545.92	9899.04	7083.04	7236.96	7564.96	15004	5556.96	12775.04	8145.92	6929.92	12176.96	11432.96	5452	5996	17452.8	15941.92	6627.04	9056.96	24953.6	6647.04	5131.04	9780.96	19798.4	7760	10108	8200	19678.4	3657.92	20982.4	6735.04	7209.92	13725.92	14028.96	14176	10519.04	8948.96	8965.92	8268.96	16460.8	6338.08	9693.92	7092	7829.92	9735.04	18542.4	5480.96	12128.96	8967.04	6652	4388	10085.92	9990.08	14052	8039.04	10780.96	5110.08	6924	12592.96	21284.8	2644.96	7585.92	15087.04	14624.96	11080.96	4876.96	3768	5255.04	6064	5128.96	5700	18291.2	18985.6	5996	10336	7559.04	7257.92	7704	10391.04	7821.92	15904.96	7395.04	13175.04	11198.08	9803.04	12612.96	13180.96	5156.96	6367.04	13232.96	17571.2	16587.2	6883.04	10500	5924.96	4099.04	6760.96	4350.08	8484.96	10162.08	7385.92	20910.4	11807.04	15032.96	6344	4428.96	7459.04	9598.08	5556.96	8784.96	15455.04	6388	7444.96	9535.04	7385.92	12643.04	3374.08	4170.08	15039.04	6764.96	11912	9868.96	13887.04	6042.08	7464.96	7072	10318.08	11235.04	3147.04	17198.4	11580	10024	2716.96	20489.6	2304.96	11911.04	7484	8271.04	3091.04	5939.04	11308.96	8070.08	9544	6320	9104.96	14452	13836	9304.96	2171.04	11679.04	15112	24713.6	6584	5985.92	6408	9368	7136	5775.04	13032.96	3964.96	27736	8752	13081.92	5307.04	3280.96	10147.04	12273.92	7356.96
4	145163951	1600	1600	10036.64	9740.32	12110.4	9635.04	12240.48	4333.44	5908.64	9230.4	13624.8	17193.6	18160	3611.84	6701.44	5892.16	6736.48	6403.04	3988.64	4605.92	15291.84	7865.76	9260.32	12339.68	8526.4	17811.2	4488.32	15872	10042.88	10422.72	6735.52	12306.56	15095.68	10997.6	3528.32	10368	8336.48	7548.96	7898.88	6798.4	13719.68	7558.24	13367.68	7448.8	9647.52	14067.68	10496	5253.12	6663.2	19126.4	13163.36	5220.16	8335.52	22574.4	6789.12	6045.92	7342.4	19089.6	7303.2	9364.64	4939.36	20886.4	3685.12	22537.6	6762.4	7396.16	12147.68	13169.6	13629.92	8503.68	7704.8	5671.2	5888	16478.4	6368	8663.68	6495.04	7142.24	10342.24	15831.68	6196.64	9098.4	8384	6875.84	4439.68	10851.04	10397.92	10122.4	9372.96	12564.64	3865.76	7519.04	10610.56	18153.6	3199.04	7767.68	14135.68	15549.92	9152.96	7180.32	5051.84	4179.68	5852.96	7020.32	8112.48	17649.6	15679.04	4507.84	12127.04	8068.16	6925.44	9301.6	10583.68	9048.8	13588.64	7243.36	12525.44	8329.28	12029.92	10232.8	11181.44	5710.4	8399.52	10246.24	16105.6	17104	5798.24	11722.4	6274.08	5747.68	7519.04	4988.96	6225.6	9394.56	8813.44	18443.2	10288.48	16419.2	8972.32	4072.32	5901.44	8413.92	8151.68	9369.76	15008.96	7245.44	10030.4	8681.28	5365.6	11072.96	4666.88	4296.32	15456.96	8743.2	10907.84	8607.04	13522.56	10181.12	8243.68	8412.96	9568.96	11259.84	2453.6	12440.8	9843.68	8107.36	3191.68	20120	2381.44	12795.84	6784	6042.88	5519.52	6985.28	10700.32	8492.32	12552.32	10346.4	10921.28	13223.2	13981.92	8626.56	5244.96	8466.56	14026.4	20494.4	6820.16	7139.04	8639.04	11155.68	9903.52	5861.12	19243.2	5747.68	26153.6	8732.96	11279.52	5198.4	1506.064	8861.92	14987.36	7466.4
4	145165551	1600	1600	11742.56	9230.72	15039.04	11655.2	17289.6	8695.84	9288.96	10855.2	12735.68	15524.96	14479.68	5405.44	7216.8	9042.08	5909.6	8744.8	12485.76	9272	12237.6	8035.2	16620.8	11881.92	14441.44	15724.16	10173.12	13620	9765.44	9739.52	7318.08	14212.96	17358.4	9086.56	5552.48	12413.76	12144	10790.88	10612.96	8747.84	13586.24	9601.6	16708.8	8704.96	11612.32	14248.32	13744	9244.48	7216.8	14013.76	15155.52	9963.2	11276.64	22980.8	9074.4	7687.36	8263.68	17710.4	15230.72	11796.16	7645.92	23259.2	6614.56	18537.6	7432.96	9042.08	14219.2	13690.4	15776.32	14095.04	6513.44	10812.32	8344.8	12617.6	6357.12	10914.88	9584.64	7160.16	11469.76	16880	8599.2	9799.2	12318.72	7150.88	6698.88	13321.12	8639.04	13805.44	10645.28	8991.52	7751.68	10861.28	11773.12	18003.2	6919.52	12338.72	12617.6	16696	9129.44	8036.8	7334.88	3836	8144	10954.72	9647.52	17468.8	16302.4	7123.36	10585.44	6240.64	7857.44	10809.12	12171.68	16731.2	13808.48	9282.72	16452.8	10013.76	10154.72	14973.12	11693.44	7200	10232.96	13843.68	14176.32	16198.4	9075.84	10677.44	9794.56	5046.72	6321.76	3324.16	11209.12	11318.08	8144	19027.2	10223.68	19505.6	7768.64	8093.44	11215.36	7140.16	10205.44	8510.4	15215.36	7347.2	9950.88	8197.76	8626.88	10683.52	5987.68	7348.64	13820.64	10636	8775.52	8571.68	17580.8	10729.44	12482.72	5600	11017.6	11649.12	5780.8	21627.2	13783.84	9904.96	8415.36	23390.4	3517.28	15419.2	5785.44	10032.16	7698.08	10079.68	11321.12	7627.52	11573.92	7812.96	12209.92	11805.44	14350.88	9002.24	9573.92	10121.12	18353.6	22052.8	8813.76	6870.56	6386.24	12196.16	11330.24	5454.4	15941.76	7958.56	19081.6	11293.44	10436.8	7446.72	5480.48	6142.56	13770.08	10442.88
4	145167151	1600	1600	11629.76	10561.76	15730.56	13320.64	14095.04	7712	6124.8	12863.84	14268.16	16230.4	16395.2	6470.88	11263.84	9836.8	8848.16	9663.84	8336.16	9354.56	21670.4	8676.64	12209.92	10432.64	17419.2	11889.44	12130.56	14336.16	12929.12	9690.72	10256.8	15838.24	17755.2	11880.8	6893.6	12958.88	19332.8	12059.52	9744.64	8652.48	10787.2	12104.96	15597.12	7653.92	11548.96	13897.92	12252.48	6574.4	6956	17694.4	14136.16	8919.2	10153.12	22704	9007.04	9731.84	14561.76	16368	14771.68	15269.44	9117.76	23904	6296.48	19579.2	6197.12	6031.2	13245.44	13486.56	15139.04	15095.04	8365.92	14278.08	8512	17094.4	7475.2	11214.24	9521.92	7923.36	11497.92	14121.92	10174.4	12574.4	12119.2	8626.88	5685.12	16508.8	8531.84	13634.08	12238.24	14147.52	11269.44	11197.12	13168.8	19408	6953.12	14402.88	15921.92	16646.4	15495.04	6428.32	9602.88	3053.92	10239.68	10002.88	6365.92	16260.8	17411.2	8310.56	14141.92	4624.16	11672.32	6909.28	12948.96	10975.84	14541.92	6970.24	16779.2	9590.08	10890.72	10805.6	11221.28	6554.56	11060.96	14628.32	12978.72	13875.2	9341.92	11634.08	10611.36	6466.72	7812.8	7404.32	9409.92	11585.76	10964.48	16363.2	9222.72	19203.2	5907.84	7060.96	7278.08	11326.24	9791.52	12992.96	14319.2	7070.88	9157.44	11148.96	7947.52	15212.8	9706.4	8862.4	14539.04	11449.6	9429.76	12707.84	15452.48	11147.52	10514.88	7348.96	13916.32	18057.6	5418.4	17497.6	14756	11618.4	8584.32	18556.8	2351.84	11534.72	6795.68	9768.8	7683.68	16336	12246.88	9001.44	11692.16	8578.72	13218.4	10651.04	15748.96	8880.8	7012.8	9253.92	17235.2	21060.8	7852.48	9652.48	8590.08	11283.68	10797.12	4180.16	13512	6306.4	23203.2	14238.24	10763.2	9201.44	5992.96	6660.96	15221.28	8397.12
4	145168751	1600	1600	16041.6	12039.52	17043.2	14859.36	17088	7712.64	11787.36	12648.16	14697.44	18089.6	14520.48	10297.76	9484.48	10602.72	14535.52	11346.88	15431.52	13102.4	17312	9509.6	15884.48	12141.12	18142.4	17323.2	9882.4	14628.32	13118.72	8180.64	10758.24	17785.6	19793.6	13243.04	10167.2	10625.28	15430.24	11482.4	11405.76	9420.48	16958.4	14344.8	18470.4	9472	14225.6	20476.8	10994.24	10657.92	9364	15408.96	16680	8202.08	9691.68	23329.6	11635.52	9229.76	18585.6	19633.6	16441.6	12500	10715.68	28094.4	4612.96	21480	7439.04	8799.36	12936.8	11532.48	17297.6	15991.2	10758.24	10220	9167.04	17134.4	6453.92	8227.2	9884.8	11384.48	9769.44	17859.2	10700.48	10278.88	12296.8	8573.44	4727.2	14304.64	11443.52	12995.84	15136.64	12597.92	9973.92	11625.44	11705.76	17382.4	6492.8	12067.2	17592	16612.8	13316.96	7526.88	10192.32	3547.68	8362.72	12916.64	9522.24	17497.6	15944.8	12185.12	9352.8	6366.08	13928.16	6989.76	12200.16	11176.16	16572.8	9853.44	21099.2	11948	12262.88	11820	14512.96	11314.24	11262.72	15942.24	15795.52	20008	7780.32	10691.84	15175.52	6389.92	8834.56	6959.68	11670.56	11093.28	9635.2	15155.52	10668	22216	7767.84	12914.24	8617.44	7353.76	9098.08	15364.96	15332.32	6203.04	11405.76	9311.36	9744.32	14406.24	10258.88	14111.36	16649.6	13476.32	9057.92	12988.16	19377.6	11900.16	13054.72	6384.96	10749.44	16748.8	6578.24	21950.4	17539.2	11880.16	9172	22612.8	5319.52	16395.2	7627.36	13417.44	10636.48	18004.8	15843.2	8556	12316.8	9068	11723.36	10680.48	15442.88	8815.68	11068.16	8847.04	18464	22712	8790.56	13379.84	7634.88	10954.08	12684.48	4621.76	13576.8	10641.6	22283.2	11994.4	16784	8266.08	9867.36	8022.56	18433.6	11153.6
4	145170351	1600	1600	11456	11155.04	16307.2	8920	14856.96	5275.04	7265.92	9251.04	11590.08	18268.8	16401.6	4202.08	8367.04	7037.92	7200.96	7127.04	7524	8840	17889.6	8137.92	9301.92	12312	13272	15465.92	4161.92	16270.4	11049.92	7403.04	6604.96	12388.96	19326.4	11024.96	3874.08	9668	10491.04	9860	6196.96	10124	15502.08	7421.92	16596.8	8291.04	10701.92	12656	12700	5142.08	10108.96	16796.8	16646.4	8116	6956.96	29651.2	6759.04	7300.96	11355.04	20646.4	9732	12768	6896	19014.4	3460	23014.4	5755.04	7600.96	15021.92	14428	17164.8	10340.96	8172.96	6168.96	7470.08	16587.2	4655.04	9500	7737.92	10524	11987.04	19792	6228	10680	11932	8963.04	4907.04	10228.96	10585.92	12032.96	8536	12396.96	4220.96	9608	11748	22174.4	4091.04	9401.92	15090.08	14741.92	12032	7332.96	4216.96	4223.04	6443.04	6832.96	8660.96	15374.08	15731.04	6039.04	11032	4968.96	9027.04	8191.04	11011.04	6487.04	11991.04	10973.92	15486.08	9603.04	9307.04	11403.04	12798.08	6484	13080.96	15540.96	16454.4	11801.92	8171.04	10672.96	8248.96	3729.92	6991.04	3339.04	10544.96	11023.04	6071.04	14120	10544.96	19766.4	7373.92	6232.96	7931.04	11554.08	9226.08	8231.04	18246.4	6111.04	9172.96	9779.04	6845.92	13004.96	3843.04	8827.04	15596	7512	9365.92	10332	14964.96	6803.04	11220.96	5927.04	14132.96	13520	4972	15069.92	9783.04	11328.96	5389.92	20710.4	2955.04	13824.96	7560.96	8032.96	4324.96	6920	14008	8814.08	11904	8460.96	10878.08	12728.96	17110.4	9396.96	6420.96	11127.04	15147.04	21038.4	8268	7414.08	8091.04	12244	7988.96	4325.92	14144.96	4911.04	23630.4	10704	14160	7892.96	3670.08	6864.96	10601.92	9880.96
4	145171951	1600	1600	9720.96	9162.08	16132.8	10484	17979.2	6420	9565.92	11292.96	12890.08	19780.8	15586.08	6060.96	12399.04	6540	9834.08	6556.96	12218.08	6632	15896	9808.96	12383.04	14075.04	13893.92	19630.4	6412	15471.04	12788	7144.96	7042.08	12698.08	15923.04	10976.96	7857.92	11144	8757.92	10268	9579.04	6864	15908.96	7683.04	18356.8	7272.96	11651.04	12012.96	13723.04	5576.96	8485.92	18860.8	11623.04	6828	9856	24086.4	7993.92	6188.96	8893.92	17862.4	11932.96	13662.08	9792.96	23777.6	4529.92	19334.4	9770.08	7220.96	17537.6	15509.92	14664	12816.96	8851.04	4314.08	6112	15825.92	7520	10172.96	8985.92	10372	10531.04	16113.6	7075.04	9039.04	12254.08	8126.08	5708.96	9976.96	8768	13287.04	14095.04	12735.04	6727.04	12764	13055.04	18363.2	3904.96	8943.04	15952.96	14879.04	11909.92	6127.04	7107.04	4625.92	6512	11520	9544.96	18979.2	15506.08	6542.08	11901.92	5329.92	10508.96	7116	12795.04	9264.96	16624	9923.04	16443.2	10698.08	12684.96	11756.96	11649.92	5900.96	12227.04	17057.6	14888	13669.92	7863.04	11692	8136.96	4875.04	6603.04	6323.04	6239.04	10428	7999.04	19852.8	11724	23462.4	8114.08	8528	8592	10162.08	9270.08	9387.04	15872	5672.96	8572.96	8332	6880.96	17161.6	6208.96	6455.04	18780.8	9175.04	9092	10652.96	17371.2	8272.96	13862.08	6798.08	12278.08	9218.08	5039.04	14436	11387.04	8724	6106.08	23121.6	3295.04	15376.96	8942.08	9584	8596	10256.96	17494.4	8492.96	12420	8416	10126.08	15053.92	18190.4	9600	8719.04	10835.04	20182.4	24475.2	8299.04	7987.04	9143.04	16152	9478.08	7055.04	18636.8	6592.96	20942.4	11852.96	13648	7516	5540.96	5303.04	13011.04	8619.04
4	145173551	1600	1600	9047.04	11296	14090.08	10852.96	15024.96	8576.96	10048.96	10968.96	15111.04	21430.4	12665.92	5274.08	11800.96	12198.08	11272	10507.04	11708.96	10996.96	15455.04	11343.04	13096	12312.96	15599.04	19523.2	10396.96	16099.2	12919.04	9712	7276.96	21070.4	13993.92	11496	9037.92	10185.92	12608.96	12798.08	12112	8528	18080	10444	17163.2	7800	9719.04	14840	8719.04	10978.08	9716	11375.04	14376.96	6468	9995.04	26158.4	10006.08	6776	10876	18608	13927.04	15440.96	7973.92	21003.2	5165.92	19465.6	10542.08	6914.08	16012.8	15203.04	17387.2	15976	6027.04	8040	6708	15512	7856.96	11552.96	10393.92	8472.96	10490.08	14079.04	12014.08	8063.04	14423.04	6764.96	5361.92	11204.96	10168	11493.92	15320	13527.04	8484.96	11944	11412.96	17254.4	8575.04	10437.92	14096.96	17929.6	11993.92	7283.04	8575.04	4246.08	6575.04	11428.96	9314.08	13728.96	22769.6	6812	9508	5449.92	11955.04	9784	9016.96	11748.96	17609.6	11268.96	20948.8	11987.04	11499.04	9979.04	13492.96	6247.04	8804	16235.2	15365.92	20504	9548	9954.08	12012	6683.04	7003.04	6809.92	9604	8496.96	8048	14874.08	14393.92	19145.6	7724.96	12276.96	9048.96	9600	9526.08	12137.92	14569.92	6353.92	10634.08	11407.04	8211.04	15512.96	8463.04	4684	16651.2	10270.08	9006.08	14928.96	16505.6	9799.04	14300	8276	13012.96	14144	7584	23492.8	11445.92	11504	8500	20921.6	6192.96	15095.04	7116.96	12665.92	12326.08	13200.96	15662.08	7544	11884	9548.96	9572	13635.04	14047.04	9301.92	8849.92	8548	17915.2	23774.4	8437.92	10444	6701.92	13686.08	12014.08	7432.96	16462.4	10193.92	23238.4	10288	14681.92	6176	5228.96	7848	13376	7948.96
